  lstm_init = (Variable(lstm_init[0], volatile=x.volatile), Variable(lstm_init[1], volatile=x.volatile))
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 72: TrL=0.2379, TrA=0.9281, VL=8.1485, VA=0.1467, TeL=8.1334, TeA=0.1341, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 73: TrL=0.1643, TrA=0.9523, VL=8.2467, VA=0.1341, TeL=8.2273, TeA=0.1321, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 74: TrL=0.0714, TrA=0.9814, VL=8.1273, VA=0.1416, TeL=8.1702, TeA=0.1316, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 75: TrL=0.1183, TrA=0.9668, VL=8.4237, VA=0.1467, TeL=8.5937, TeA=0.1285, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 76: TrL=0.2656, TrA=0.9240, VL=8.6013, VA=0.1346, TeL=8.4879, TeA=0.1381, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 77: TrL=0.1083, TrA=0.9688, VL=8.7343, VA=0.1250, TeL=8.7092, TeA=0.1295, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 78: TrL=0.0943, TrA=0.9730, VL=8.5107, VA=0.1351, TeL=8.4204, TeA=0.1326, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 79: TrL=0.1299, TrA=0.9628, VL=8.7345, VA=0.1285, TeL=8.4729, TeA=0.1285, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 80: TrL=0.1977, TrA=0.9398, VL=8.6926, VA=0.1351, TeL=8.5481, TeA=0.1210, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 81: TrL=0.1041, TrA=0.9681, VL=8.5596, VA=0.1452, TeL=8.5839, TeA=0.1280, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 82: TrL=0.1241, TrA=0.9681, VL=8.7378, VA=0.1442, TeL=8.8254, TeA=0.1195, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 83: TrL=0.2059, TrA=0.9345, VL=8.5760, VA=0.1396, TeL=8.4448, TeA=0.1396, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 84: TrL=0.0720, TrA=0.9795, VL=8.7489, VA=0.1321, TeL=8.5867, TeA=0.1391, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 85: TrL=0.0484, TrA=0.9878, VL=8.8984, VA=0.1366, TeL=8.6252, TeA=0.1396, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 86: TrL=0.0720, TrA=0.9804, VL=9.1962, VA=0.1326, TeL=9.0034, TeA=0.1341, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 87: TrL=0.2830, TrA=0.9144, VL=8.8756, VA=0.1290, TeL=8.7235, TeA=0.1290, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 88: TrL=0.1887, TrA=0.9481, VL=8.9048, VA=0.1406, TeL=8.6453, TeA=0.1401, TeA at max VA = 0.1537 at epoch 25
Model: lstm - Subject 0 - Time interval: [20-460]  [20-460 Hz] - Epoch 89: TrL=0.1267, TrA=0.9624, VL=8.8847, VA=0.1326, TeL=8.6159, TeA=0.1351, TeA at max VA = 0.1537 at epoch 25
